,Unnamed: 0,Date,Value,differences,log_differences,volatility,log_volatility,mu,sigma,cumulative_mu,sigma_hat,weekend
121,122,2017-01-10,906.05,-0.490039181060654,-0.004888423972796,0.02539679302449237,0.0052840593277781,-0.004876495074081055,0.02539679302449237,0.0034785348486302604,0.02539679302449237,False
122,123,2017-01-11,785.22,-15.3880441150251,-0.143130558862722,0.138289307815911,0.0977519510263723,-0.13335908614314873,0.138289307815911,0.003409485014558266,0.138289307815911,False
123,124,2017-01-12,780.92,-0.550632587204844,-0.0054912214808428,0.027885462374144774,0.0973257088207501,-0.005476172282927183,0.027885462374144774,0.002288431152609848,0.027885462374144774,False
124,125,2017-01-13,826.29,5.49080831185177,0.0564730896772266,0.06171784090873853,0.0438153846114242,0.05809814065461261,0.06171784090873853,0.00222530429541036,0.06171784090873853,False
125,126,2017-01-14,817.91,-1.02456260468756,-0.0101934953920925,0.029908916061497506,0.0471403943810654,-0.01014171779883577,0.029908916061497506,0.0026758916854039264,0.029908916061497506,True
126,127,2017-01-15,819.55,0.200109816362636,0.0020031030356335,0.026969875670083715,0.0086242974556542,0.002005110586739356,0.026969875670083715,0.002573350809530009,0.026969875670083715,True
127,128,2017-01-16,830.5,1.31848284166166,0.0132725199179804,0.02892896395293393,0.0079686810975256,0.013360990787627314,0.02892896395293393,0.0025688409664919878,0.02892896395293393,False
128,129,2017-01-17,903.84,8.11426801203753,0.0846244245236025,0.08942014526978746,0.050453415597211,0.08830824804334747,0.08942014526978746,0.0026538185241387225,0.08942014526978746,False
129,130,2017-01-18,906.6,0.30443414956982,0.0030489849297968,0.027704603237874735,0.0576825465150535,0.0030536378120020746,0.027704603237874735,0.003322993754757541,0.027704603237874735,False
130,131,2017-01-19,895.798875,-1.20575335618724,-0.011985420595021,0.031494179354123825,0.0106309300977072,-0.011913881535407067,0.031494179354123825,0.0033209057241935453,0.031494179354123825,False
131,132,2017-01-20,893.6210875,-0.243703682742369,-0.0024340720690145,0.028089561628777234,0.0067538233122153,-0.002431112117661338,0.028089561628777234,0.003203715052965848,0.028089561628777234,False
132,133,2017-01-21,895.64,0.225415624581299,0.0022567006804244,0.027437583499145574,0.0033168772201333,0.0022592489459352105,0.027437583499145574,0.003160701105098465,0.027437583499145574,True
133,134,2017-01-22,918.603625,2.49984045077113,0.0253161715832814,0.03532932877170658,0.016305508245984,0.025639347282390146,0.03532932877170658,0.003153871922074501,0.03532932877170658,True
134,135,2017-01-23,922.0736125,0.376324346880711,0.0037703422848215,0.027290039187009923,0.0152352020032287,0.0037774589665917624,0.027290039187009923,0.0033229356465881523,0.027290039187009923,False
135,136,2017-01-24,919.97,-0.228660988945285,-0.0022839995754821,0.02775321934237331,0.0042810661850423,-0.0022813932331242626,0.02775321934237331,0.0033263276116628064,0.02775321934237331,False
136,137,2017-01-25,893.045625,-3.01489355597034,-0.0297033894190946,0.0422566389580392,0.019388436494416,-0.02926657934497867,0.0422566389580392,0.0032847889387384575,0.0422566389580392,False
137,138,2017-01-26,915.95625,2.50127940062639,0.0253309301280914,0.03526445481737968,0.0389151405498026,0.025654484338356154,0.03526445481737968,0.003045440642534655,0.03526445481737968,False
138,139,2017-01-27,915.05,-0.0990383039178187,-0.0009898929334642,0.027422580132197064,0.0186116324732373,-0.0009894031510784274,0.027422580132197064,0.0032104701585625494,0.027422580132197064,False
139,140,2017-01-28,920.31225,0.571789629009067,0.0057343060418189,0.027127289891659894,0.0047547266934703,0.005750778645975618,0.027127289891659894,0.0031800362939999336,0.027127289891659894,True
140,141,2017-01-29,915.933,-0.478119032724005,-0.0047697967389439,0.028054004991997658,0.0074275223065578,-0.004758439323175323,0.028054004991997658,0.0031985308432947225,0.028054004991997658,True
141,142,2017-01-30,912.19,-0.410331181003951,-0.0040949161848768,0.02777323966010032,0.0004772126162717,-0.004086543448046931,0.02777323966010032,0.003141695342105651,0.02777323966010032,False
142,143,2017-01-31,964.706075,5.44373839461931,0.0559751677418863,0.06051487578311536,0.0424759636910592,0.05757142152402461,0.06051487578311536,0.0030904312372109517,0.06051487578311536,False
143,144,2017-02-01,979.703875,1.5308503296468,0.0154268881840352,0.02958225871112631,0.0286719634408044,0.01554649689544041,0.02958225871112631,0.003474100182892738,0.02958225871112631,False
144,145,2017-02-02,983.42,0.377877712472791,0.0037859347400519,0.026951326392405453,0.0082313971197174,0.0037931104437041174,0.026951326392405453,0.0035585225375259384,0.026951326392405453,False
145,146,2017-02-03,1013.027,2.92262693886738,0.0296618650226644,0.03769802721715771,0.0182970457723456,0.030106160135038973,0.03769802721715771,0.0035601516202077316,0.03769802721715771,False
146,147,2017-02-04,1030.999413,1.74320302935031,0.0175857572687251,0.030261648272589613,0.0085390976831499,0.0177412971223867,0.030261648272589613,0.003743227540999671,0.030261648272589613,True
147,148,2017-02-05,1034.07,0.296941889814029,0.0029738363694859,0.02680144528471696,0.0103321883540134,0.002978262607410409,0.02680144528471696,0.0038391047299132807,0.02680144528471696,True
148,149,2017-02-06,1024.01375,-0.982042477456954,-0.0097725177924612,0.029921895766250428,0.0090130334633182,-0.009724921910508777,0.029921895766250428,0.003833248661052717,0.029921895766250428,False
149,150,2017-02-07,1050.11,2.48509679938291,0.0251649663255089,0.03433291915243666,0.024704531937414,0.025484276944523376,0.03433291915243666,0.0037416394004340585,0.03433291915243666,False
150,151,2017-02-08,1052.84,0.259298658865546,0.0025963542010888,0.026631370198777937,0.0159584186751464,0.0025997276475797637,0.026631370198777937,0.003887563142340698,0.026631370198777937,False
151,152,2017-02-09,976.103,-7.86156788781511,-0.0756784401384897,0.0809734564123549,0.0553486378734983,-0.07288571862771165,0.0809734564123549,0.0038789775723756252,0.0809734564123549,False
152,153,2017-02-10,999.1035,2.30211384506211,0.0232902632538897,0.03379155636122292,0.0699814412939915,0.023563599333267238,0.03379155636122292,0.0033706021008518684,0.03379155636122292,False
153,154,2017-02-11,997.59,-0.15171563467958,-0.0015160066278275,0.027561666799767695,0.0175406816493058,-0.0015148580702599723,0.027561666799767695,0.003503450766854601,0.027561666799767695,True
